:START_ID,:END_ID,:TYPE
600730,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
000045,008bd5ad93b754d500338c253d9c1770,year_founded_of
601003,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002381,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
300229,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002456,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
000735,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002415,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
002574,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
000832,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600203,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600315,3f088ebeda03513be71d34d214291986,year_founded_of
002056,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
000571,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
002493,3f088ebeda03513be71d34d214291986,year_founded_of
300304,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
300351,dc513ea4fbdaa7a14786ffdebc4ef64e,year_founded_of
002114,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
601216,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
900916,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300116,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
002533,b8b4b727d6f5d1b61fff7be687f7970f,year_founded_of
300371,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600075,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002472,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
000736,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600095,008bd5ad93b754d500338c253d9c1770,year_founded_of
000727,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300368,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
300268,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
600313,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002703,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600875,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600285,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
601678,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
000926,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600423,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
000811,9d7311ba459f9e45ed746755a32dcd11,year_founded_of
600367,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002188,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
200581,9d7311ba459f9e45ed746755a32dcd11,year_founded_of
000852,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
000658,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002025,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
002454,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
002159,4a3e00961a08879c34f91ca0070ea2f5,year_founded_of
002620,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600268,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600724,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600078,008bd5ad93b754d500338c253d9c1770,year_founded_of
600662,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
002053,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
300132,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
600599,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600176,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600985,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600530,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
300430,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
002719,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
000502,96055f5b06bf9381ac43879351642cf5,year_founded_of
002482,3f088ebeda03513be71d34d214291986,year_founded_of
600436,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600262,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002518,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600701,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
601918,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
300195,3f088ebeda03513be71d34d214291986,year_founded_of
601198,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
600117,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002167,3f088ebeda03513be71d34d214291986,year_founded_of
002714,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
000529,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
300723,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
002433,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
600159,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600839,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600515,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002922,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600537,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
300359,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
002147,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
002601,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
600084,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
601179,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
000159,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600284,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600503,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
000031,1e4d36177d71bbb3558e43af9577d70e,year_founded_of
002549,96055f5b06bf9381ac43879351642cf5,year_founded_of
002369,b8b4b727d6f5d1b61fff7be687f7970f,year_founded_of
600773,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
000809,4a3e00961a08879c34f91ca0070ea2f5,year_founded_of
600469,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
002097,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
603166,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
900909,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600418,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
300386,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
300095,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
600664,96055f5b06bf9381ac43879351642cf5,year_founded_of
002652,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
300305,b8b4b727d6f5d1b61fff7be687f7970f,year_founded_of
600770,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
002196,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
600961,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
600648,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600113,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002309,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
002343,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
002260,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002520,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002394,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
000544,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300393,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
002107,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
601231,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
603020,3f088ebeda03513be71d34d214291986,year_founded_of
600695,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300151,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
600596,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600055,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
600068,008bd5ad93b754d500338c253d9c1770,year_founded_of
300416,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
002358,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002270,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
600777,4a3e00961a08879c34f91ca0070ea2f5,year_founded_of
300317,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
000823,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002489,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
000787,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600728,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
000592,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300105,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
603329,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
002756,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002082,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002557,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
300161,008bd5ad93b754d500338c253d9c1770,year_founded_of
600692,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600546,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002335,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600475,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
900936,3f088ebeda03513be71d34d214291986,year_founded_of
002757,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
603019,ea5a486c712a91e48443cd802642223d,year_founded_of
300134,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
000004,8c249675aea6c3cbd91661bbae767ff1,year_founded_of
300467,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
600031,008bd5ad93b754d500338c253d9c1770,year_founded_of
000416,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
000996,008bd5ad93b754d500338c253d9c1770,year_founded_of
600895,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
300057,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600236,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
002490,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
001896,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
300358,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
000715,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
300148,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
002483,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
200016,f80bf05527157a8c2a7bb63b22f49aaa,year_founded_of
002591,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002007,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600006,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
000078,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600883,dc513ea4fbdaa7a14786ffdebc4ef64e,year_founded_of
600580,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
002536,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
603655,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
000965,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600481,3f088ebeda03513be71d34d214291986,year_founded_of
600333,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300024,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
000584,96055f5b06bf9381ac43879351642cf5,year_founded_of
002403,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
600634,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600586,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
000737,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
300092,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
601991,008bd5ad93b754d500338c253d9c1770,year_founded_of
603939,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
600280,96055f5b06bf9381ac43879351642cf5,year_founded_of
002013,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
600127,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
000505,9d7311ba459f9e45ed746755a32dcd11,year_founded_of
600130,3f088ebeda03513be71d34d214291986,year_founded_of
600139,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002217,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
000876,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
000522,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600513,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002008,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
000521,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
000609,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002233,3f088ebeda03513be71d34d214291986,year_founded_of
002106,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600774,dc513ea4fbdaa7a14786ffdebc4ef64e,year_founded_of
002484,d77f00766fd3be3f2189c843a6af3fb2,year_founded_of
000933,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
300041,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600478,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600753,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
300731,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
002355,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002453,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002742,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
601000,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
300052,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
300732,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
600366,008bd5ad93b754d500338c253d9c1770,year_founded_of
002864,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002006,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
002417,b8b4b727d6f5d1b61fff7be687f7970f,year_founded_of
600290,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
603605,ea5a486c712a91e48443cd802642223d,year_founded_of
601989,ef8446f35513a8d6aa2308357a268a7e,year_founded_of
002389,ea5a486c712a91e48443cd802642223d,year_founded_of
600557,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
600816,d68a18275455ae3eaa2c291eebb46e6d,year_founded_of
300281,d68a18275455ae3eaa2c291eebb46e6d,year_founded_of
002253,008bd5ad93b754d500338c253d9c1770,year_founded_of
600056,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
002384,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600190,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
000518,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
600179,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600161,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
002633,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
002302,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
300127,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
300252,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
600532,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
601186,a00e5eb0973d24649a4a920fc53d9564,year_founded_of
300375,9d7311ba459f9e45ed746755a32dcd11,year_founded_of
300381,96055f5b06bf9381ac43879351642cf5,year_founded_of
600332,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
300113,d47268e9db2e9aa3827bba3afb7ff94a,year_founded_of
600483,008bd5ad93b754d500338c253d9c1770,year_founded_of
600764,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
000679,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600808,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
300319,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
600702,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002636,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
000856,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
600526,08f90c1a417155361a5c4b8d297e0d78,year_founded_of
300443,ea5a486c712a91e48443cd802642223d,year_founded_of
300046,b8b4b727d6f5d1b61fff7be687f7970f,year_founded_of
300074,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
002046,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
002672,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
900948,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
000638,6351bf9dce654515bf1ddbd6426dfa97,year_founded_of
300340,008bd5ad93b754d500338c253d9c1770,year_founded_of
200986,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
200056,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
601008,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
300306,a591024321c5e2bdbd23ed35f0574dde,year_founded_of
600711,d5c186983b52c4551ee00f72316c6eaa,year_founded_of
000835,008bd5ad93b754d500338c253d9c1770,year_founded_of
600069,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
002341,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
600752,c5a4e7e6882845ea7bb4d9462868219b,year_founded_of
600998,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
002443,4ba29b9f9e5732ed33761840f4ba6c53,year_founded_of
603688,5ec829debe54b19a5f78d9a65b900a39,year_founded_of
600058,06964dce9addb1c5cb5d6e3d9838f733,year_founded_of
600310,c5b2cebf15b205503560c4e8e6d1ea78,year_founded_of
002655,d0fb963ff976f9c37fc81fe03c21ea7b,year_founded_of
