code,name,year_founded
002139,拓邦股份,1996
002504,弘高创意,1998
600286,S*ST国瓷,1993
600362,江西铜业,1997
002298,中电鑫龙,1998
002413,雷科防务,2002
600990,四创电子,2000
002200,云投生态,2001
300068,南都电源,1997
600376,首开股份,1993
000615,京汉股份,1993
603809,豪能股份,2006
002406,远东传动,2004
002168,深圳惠程,1999
600328,兰太实业,1998
300282,三盛教育,2003
300357,我武生物,2002
000417,合肥百货,1993
600823,世茂股份,1992
600022,山东钢铁,2000
600644,乐山电力,1988
002132,恒星科技,1995
603315,福鞍股份,2004
600612,老凤祥,1992
603161,科华控股,2002
600845,宝信软件,1993
002048,宁波华翔,1988
600335,国机汽车,1999
002637,赞宇科技,2000
300729,乐歌股份,2002
300217,东方电热,2000
000829,天音控股,1997
000663,永安林业,1994
601999,出版传媒,2006
600525,长园集团,1986
300341,麦迪电气,2002
002497,雅化集团,2001
600835,上海机电,1993
600033,福建高速,1999
000546,金圆股份,1992
002589,瑞康医药,2004
000703,恒逸石化,1996
900910,海立B股,1992
603168,莎普爱思,2000
002282,博深工具,1998
002089,新海宜,1997
600780,通宝能源,1992
600351,亚宝药业,1999
300399,京天利,2006
000589,黔轮胎A,1996
000822,山东海化,1998
600813,ST鞍一工,1993
002547,春兴精工,2001
300226,上海钢联,2000
600112,天成控股,1997
600518,康美药业,1997
600719,大连热电,1993
601313,江南嘉捷,1992
601808,中海油服,2002
000959,首钢股份,1999
000782,美达股份,1992
000013,*ST石化A,
603968,醋化股份,2001
600303,曙光股份,1993
300466,赛摩电气,1996
002616,长青集团,1993
600397,*ST安煤,1999
600020,中原高速,2000
600872,中炬高新,1993
002391,长青股份,2001
600107,美尔雅,1993
200055,方大B,1994
002419,天虹股份,1984
600306,商业城,1999
600261,阳光照明,1997
200029,深深房B,1980
600125,铁龙物流,1993
600527,江南高纤,1996
300215,电科院,1993
601518,吉林高速,2010
600594,益佰制药,2000
300261,雅本化学,2006
000560,我爱我家,1992
002554,惠博普,1998
300323,华灿光电,2005
000533,万家乐,1992
000153,丰原药业,1997
600665,天地源,1992
000936,华西股份,1991
300145,中金环境,1991
600501,航天晨光,1999
002090,金智科技,1995
900937,华电B股,1993
300232,洲明科技,2004
300446,乐凯新材,2005
300131,英唐智控,2001
002254,泰和新材,1993
002344,海宁皮城,1999
300147,香雪制药,1997
300406,九强生物,2001
000960,锡业股份,1998
600655,豫园股份,1987
000790,泰合健康,1988
601616,广电电气,1993
002682,龙洲股份,1989
300202,聚龙股份,2004
300447,全信股份,2001
603685,晨丰科技,2001
300431,暴风集团,2007
600578,京能电力,2000
600784,鲁银投资,1993
600549,厦门钨业,1997
002205,国统股份,2001
002126,银轮股份,1999
300391,康跃科技,2001
002081,金螳螂,2004
603128,华贸物流,1984
600879,航天电子,1986
002364,中恒电气,2001
000739,普洛药业,1997
002263,*ST东南,2000
603518,维格娜丝,2003
300429,强力新材,1997
002366,台海核电,1997
002397,梦洁股份,2005
300093,金刚玻璃,1994
000606,神州易桥,1996
601369,陕鼓动力,1999
300272,开能环保,2001
600739,辽宁成大,1993
300163,先锋新材,2003
600030,中信证券,1995
600354,敦煌种业,1998
300387,富邦股份,2007
000900,现代投资,1998
002058,威尔泰,1992
002555,三七互娱,1995
002607,亚夏汽车,1999
002133,广宇集团,2004
300423,鲁亿通,2003
002325,洪涛股份,1985
002346,柘中股份,2002
603001,奥康国际,2001
300239,东宝生物,1997
300178,腾邦国际,1998
002395,双象股份,2002
300197,铁汉生态,2001
600717,天津港,1992
600202,*ST哈空,1993
600588,用友网络,1999
600757,长江传媒,1996
600874,创业环保,1993
000968,蓝焰控股,1998
002054,德美化工,1998
000021,深科技,1985
000713,丰乐种业,1997
000608,阳光股份,1993
300684,中石科技,1997
600641,万业企业,1991
002457,青龙管业,1999
300377,赢时胜,2001
002116,中国海诚,1993
600307,酒钢宏兴,1999
600115,东方航空,1995
300271,华宇软件,2001
300006,莱美药业,1999
002911,佛燃股份,1993
000519,中兵红箭,1989
300050,世纪鼎利,2001
600642,申能股份,1993
000776,广发证券,1994
600086,东方金钰,1993
200017,深中华B,1984
300456,耐威科技,2008
002234,民和股份,2000
600198,*ST大唐,1998
000576,广东甘化,1992
000578,盐湖集团,1995
300091,金通灵,1993
600422,昆药集团,1995
002143,印纪传媒,2003
000916,华北高速,1999
002658,雪迪龙,2001
002527,新时达,1995
600467,好当家,1993
000616,海航投资,1993
300099,精准信息,1998
300199,翰宇药业,2003
300291,华录百纳,2002
000897,津滨发展,1998
300061,康旗股份,1996
603022,新通联,1999
000752,西藏发展,1997
200025,特力B,1986
600976,健民集团,1993
600425,青松建化,2000
601016,节能风电,2006
300033,同花顺,2001
002175,东方网络,2001
601021,春秋航空,2004
600626,申达股份,1986
600881,亚泰集团,1986
600715,文投控股,1993
000400,许继电气,1993
000514,渝开发,1992
002310,东方园林,2001
900934,锦江B股,1993
900940,大名城B,1996
002157,正邦科技,1996
300027,华谊兄弟,2004
600188,兖州煤业,1997
200468,*ST宁通B,1980
300181,佐力药业,2000
000938,紫光股份,1999
002432,九安医疗,1995
002512,达华智能,1993
002529,海源机械,2003
300342,天银机电,2002
002685,华东重机,2004
300320,海达股份,1998
300435,中泰股份,2006
600999,招商证券,1993
600242,中昌数据,1993
002741,光华科技,1980
300422,博世科,1999
002100,天康生物,2000
002646,青青稞酒,2005
002698,博实股份,1997
000958,东方能源,1998
300177,中海达,2006
600639,浦东金桥,1992
603456,九洲药业,1998
600834,申通地铁,1992
601098,中南传媒,2008
002195,二三四五,1989
000785,武汉中商,1990
000939,凯迪生态,1993
000040,东旭蓝天,1989
900928,临港B股,1993
900957,凌云B股,1998
600638,新黄浦,1992
000961,中南建设,1998
600606,绿地控股,1992
002459,天业通联,2000
603555,贵人鸟,2004
300293,蓝英装备,2004
600561,江西长运,1993
601799,星宇股份,2000
603601,再升科技,2007
601019,山东出版,2011
002469,三维工程,1994
300254,仟源医药,2005
002606,大连电瓷,2003
603288,海天味业,1995
600490,鹏欣资源,2000
600583,海油工程,2000
600776,东方通信,1996
600279,重庆港九,1999
000725,京东方A,1993
900902,市北B股,1991
300245,天玑科技,2001
600477,杭萧钢构,1999
300243,瑞丰高材,2001
002641,永高股份,1993
603369,今世缘,1997
300191,潜能恒信,2003
601199,江南水务,2003
002750,龙津药业,1996
600781,辅仁药业,1993
002022,科华生物,1998
002552,*ST宝鼎,1999
200413,东旭B,1992
000859,国风塑业,1998
600676,交运股份,1993
002455,百川股份,2002
600894,广日股份,1993
601118,海南橡胶,2005
601618,中国中冶,2008
600576,祥源文化,1992
002241,歌尔股份,2001
300442,普丽盛,2007
002083,孚日股份,1999
600562,国睿科技,1994
600096,云天化,1997
600488,天药股份,1999
002023,海特高新,2000
000780,平庄能源,1993
600738,兰州民百,1992
000981,银亿股份,1998
300190,维尔利,2003
000617,中油资本,1996
600072,中船科技,1997
000090,天健集团,1993
002047,宝鹰股份,1993
600610,中毅达,1992
300327,中颖电子,1994
002626,金达威,1997
000973,佛塑科技,1988
002668,奥马电器,2002
300339,润和软件,2006
601233,桐昆股份,1999
900925,机电B股,1993
300453,三鑫医疗,1997
000792,盐湖股份,1997
600318,新力金融,1999
300362,天翔环境,2001
002042,华孚时尚,2000
000786,北新建材,1997
300136,信维通信,2006
300346,南大光电,2000
002673,西部证券,2001
000024,招商地产,1990
603003,龙宇燃油,1997
000598,兴蓉环境,1996
600010,包钢股份,1999
300347,泰格医药,2004
000778,新兴铸管,1997
002208,合肥城建,1999
000541,佛山照明,1992
600831,广电网络,1992
002427,*ST尤夫,2003
000670,盈方微,1989
002228,合兴包装,1993
002534,杭锅股份,2007
600509,天富能源,1999
002313,日海智能,2003
002038,双鹭药业,2000
300218,安利股份,1994
600778,*ST友好,1993
002371,北方华创,2001
300298,三诺生物,2002
300031,宝通科技,2000
000155,川化股份,1997
300219,鸿利智汇,2004
603598,引力传媒,2005
002110,三钢闽光,2001
600678,四川金顶,1988
600027,华电国际,1994
900932,陆家B股,1992
900946,天雁B股,1993
600963,岳阳林纸,2000
600677,航天通信,1990
300722,新余国科,2008
600848,上海临港,1993
601390,中国中铁,2007
603268,松发股份,2002
002725,跃岭股份,1998
600760,中航沈飞,1993
200026,飞亚达B,1990
000718,苏宁环球,1993
300405,科隆股份,2002
200521,皖美菱B,1992
000019,深深宝A,1981
300067,安诺其,1999
600869,智慧能源,1995
600725,ST云维,1996
002068,黑猫股份,2001
300189,神农基因,2000
600893,航发动力,1993
600559,老白干酒,1999
300307,慈星股份,2003
600004,白云机场,2000
600138,中青旅,1997
600456,宝钛股份,1999
600693,东百集团,1990
000409,山东地矿,1993
002003,伟星股份,2000
600321,*ST正源,1993
000762,西藏矿业,1994
000429,粤高速A,1993
600795,国电电力,1992
300206,理邦仪器,1995
300125,易世达,2005
002273,水晶光电,2002
000419,通程控股,1996
002920,德赛西威,1986
000682,东方电子,1994
002131,利欧股份,2001
002337,赛象科技,1995
600228,ST昌九,1999
603306,华懋科技,2002
600815,厦工股份,1994
002732,燕塘乳业,2002
300228,富瑞特装,2003
600820,隧道股份,1993
603970,中农立华,2009
600756,浪潮软件,1994
300207,欣旺达,1997
300084,海默科技,2000
000719,中原传媒,1989
002197,证通电子,1993
600809,山西汾酒,1993
603308,应流股份,2000
300078,思创医惠,2003
002293,罗莱生活,2002
000150,宜华健康,1993
600148,长春一东,1998
002373,千方科技,2002
002002,鸿达兴业,1995
300433,蓝思科技,2006
600185,格力地产,1999
601225,陕西煤业,2008
002339,积成电子,2000
300436,广生堂,2001
600592,龙溪股份,1997
600449,宁夏建材,1998
600680,*ST上普,1993
002173,创新医疗,2003
601106,中国一重,2008
002442,龙星化工,1994
002266,浙富控股,2004
000700,模塑科技,1988
002070,*ST众和,1993
002428,云南锗业,1998
300205,天喻信息,1999
600560,金自天正,1999
300439,美康生物,2003
300198,纳川股份,2003
600917,重庆燃气,1995
000516,国际医学,1986
600099,林海股份,1997
000594,国恒退,1989
300463,迈克生物,1994
300169,天晟新材,1998
601208,东材科技,1994
300301,长方集团,2005
002243,通产丽星,1995
000885,同力水泥,1998
000403,ST生化,1993
900912,外高B股,1992
000995,*ST皇台,1998
601933,永辉超市,2001
600375,华菱星马,1999
002921,联诚精密,1995
600160,巨化股份,1998
600600,青岛啤酒,1993
000830,鲁西化工,1998
002912,中新赛克,2003
000405,ST鑫光,1987
002065,东华软件,2001
000016,深康佳A,1980
600645,中源协和,1992
002052,同洲电子,2001
300159,新研股份,2005
600979,广安爱众,1999
002274,华昌化工,2004
002510,天汽模,1996
601798,*ST蓝科,2001
000911,南宁糖业,1999
300124,汇川技术,2003
600585,海螺水泥,1997
300288,朗玛信息,1998
600577,精达股份,2000
600025,华能水电,2001
600189,吉林森工,1998
000509,华塑控股,1990
600737,中粮糖业,1993
002256,兆新股份,1995
600671,天目药业,1989
002577,雷柏科技,2002
300238,冠昊生物,1999
300173,智慧松德,1997
600983,惠而浦,2000
300153,科泰电源,2002
000590,启迪古汉,1993
601901,方正证券,1994
300096,易联众,2000
000913,钱江摩托,1999
600856,中天能源,1988
603076,乐惠国际,1998
300152,科融环境,2003
002240,威华股份,2001
002663,普邦股份,1995
600100,同方股份,1997
601258,庞大集团,2003
002202,金风科技,1998
002010,传化智联,2001
000411,英特集团,1993
600455,博通股份,1994
300336,新文化,2004
600136,当代明诚,1992
200053,深基地B,1995
300200,高盟新材,1999
300112,万讯自控,1994
000015,PT中浩A,1988
603099,长白山,2005
603021,山东华鹏,2001
000788,北大医药,1993
002567,唐人神,1992
002666,德联集团,1992
601601,中国太保,1991
600187,国中水务,1998
603519,立霸股份,1994
603477,振静股份,2013
002709,天赐材料,2000
000708,大冶特钢,1993
000626,远大控股,1994
000690,宝新能源,1997
000415,渤海金控,1993
002617,露笑科技,1989
002050,三花智控,2001
600682,南京新百,1992
002651,利君股份,1999
600287,江苏舜天,1993
200596,古井贡B,1996
300334,津膜科技,2003
600243,青海华鼎,1998
000821,京山轻机,1998
600460,士兰微,1997
600051,宁波联合,1994
002317,众生药业,2001
000935,四川双马,1998
000611,天首发展,1996
600383,金地集团,1996
000738,航发控制,1997
002710,慈铭体检,2004
300302,同有科技,1998
600882,广泽股份,1988
002535,林州重机,2002
002619,艾格拉斯,2001
600864,哈投股份,1993
300461,田中精机,2003
600281,太化股份,1999
000422,*ST宜化,1993
603365,水星家纺,2000
000922,*ST佳电,1993
000039,中集集团,1980
002316,亚联发展,1999
300721,怡达股份,1996
002375,亚厦股份,1995
002035,华帝股份,1992
300023,宝德股份,2001
002231,奥维通信,2000
601677,明泰铝业,1997
300038,梅泰诺,2004
900938,海科B,1992
200771,杭汽轮B,1998
600050,中国联通,2001
002653,海思科,2005
002242,九阳股份,2002
601166,兴业银行,1988
000572,海马汽车,1993
600077,宋都股份,1993
600821,津劝业,1992
000767,漳泽电力,1993
600675,中华企业,1993
000906,浙商中拓,1999
600551,时代出版,1999
300392,腾信股份,2001
600758,红阳能源,1993
300332,天壕环境,2007
300126,锐奇股份,2000
600466,蓝光发展,1993
300360,炬华科技,2006
000006,深振业A,1989
600716,凤凰股份,1996
600890,中房股份,1993
601866,中远海发,2004
300085,银之杰,1998
300079,数码科技,2000
000088,盐田港,1997
000903,云内动力,1999
300448,浩云科技,2001
300330,华虹计通,1997
002209,达意隆,1998
002283,天润曲轴,1995
000816,*ST慧业,1991
600296,S兰铝,
600168,武汉控股,1998
000910,大亚圣象,1999
000669,金鸿控股,1992
600108,亚盛集团,1995
300039,上海凯宝,2000
600350,山东高速,1999
600833,第一医药,1992
002123,梦网集团,1998
000158,常山北明,1998
900913,国新B股,1992
300117,嘉寓股份,1987
600225,天津松江,1992
000538,云南白药,1993
002160,常铝股份,2002
300109,新开源,2003
300143,星普医科,1998
000901,航天科技,1999
603111,康尼机电,2000
300140,中环装备,2001
002342,巨力索具,2004
002508,老板电器,2000
603011,合锻智能,1997
000796,凯撒旅游,1993
600863,内蒙华电,1994
002402,和而泰,2000
000836,鑫茂科技,1997
600709,ST生态,1992
000791,甘肃电投,1997
300097,智云股份,1999
601669,中国电建,2009
600197,伊力特,1999
600248,延长化建,1998
600406,国电南瑞,2001
000878,云南铜业,1998
000917,电广传媒,1999
601015,陕西黑猫,2003
000566,海南海药,1992
601965,中国汽研,2001
002559,亚威股份,2000
300260,新莱应材,2000
300355,蒙草生态,2001
000156,华数传媒,1994
603678,火炬电子,2007
600094,大名城,1996
300310,宜通世纪,2001
002199,东晶电子,1999
600568,中珠医疗,1994
300455,康拓红外,2007
600830,香溢融通,1992
600556,ST慧球,1993
000899,赣能股份,1997
000543,皖能电力,1993
000662,天夏智慧,1993
600398,海澜之家,1997
000970,中科三环,1999
600308,华泰股份,1993
300324,旋极信息,1997
002215,诺普信,1999
600009,上海机场,1998
000768,中航飞机,1997
900952,锦港B股,1993
002613,北玻股份,1995
600410,华胜天成,1998
002076,雪莱特,1992
900927,物贸B股,1993
002556,辉隆股份,2004
603278,大业股份,2003
002163,中航三鑫,1995
200020,深华发B,1981
600590,泰豪科技,1996
300137,先河环保,1996
600838,上海九百,1993
002728,特一药业,2002
002649,博彦科技,1995
601800,中国交建,2006
300133,华策影视,2005
600624,复旦复华,1992
600340,华夏幸福,1993
002416,爱施德,1998
000886,海南高速,1993
002622,融钰集团,1998
600155,宝硕股份,1998
300415,伊之密,2002
000157,中联重科,1999
300183,东软载波,1993
603789,星光农机,2004
002336,人人乐,1996
002279,久其软件,2001
002581,未名医药,2000
601888,中国国旅,2008
000069,华侨城A,1997
600421,ST仰帆,1997
002281,光迅科技,2000
002588,史丹利,1998
600868,梅雁吉祥,1993
601872,招商轮船,2004
600745,闻泰科技,1990
002169,智光电气,1999
600312,平高电气,1999
002011,盾安环境,2001
002747,埃斯顿,2002
300192,科斯伍德,2003
600089,特变电工,1993
600871,*ST油服,1993
300730,科创信息,1998
002411,必康股份,2002
002277,友阿股份,2004
000912,*ST天化,1999
601336,新华保险,1996
601188,龙江交通,2010
600053,九鼎投资,1996
300081,恒信东方,2001
603283,赛腾股份,2007
601519,大智慧,2000
000562,宏源证券,1993
002603,以岭药业,1994
002362,汉王科技,1998
900926,宝信B,1993
600965,福成股份,1998
300279,和晶科技,1998
002280,联络互动,2002
603918,金桥信息,1994
002399,海普瑞,1998
002461,珠江啤酒,2002
600889,南京化纤,1992
200022,深赤湾B,1990
000883,湖北能源,1993
600650,锦江投资,1993
600277,亿利洁能,1999
600444,国机通用,2000
900904,神奇B股,1992
200992,中鲁B,1999
300250,初灵信息,1999
600173,卧龙地产,1993
600885,宏发股份,1990
603328,依顿电子,2000
600628,新世界,1988
600486,扬农化工,1999
002112,三变科技,2001
600793,宜宾纸业,1989
000025,特力A,1986
002755,东方新星,2007
600656,退市博元,1988
300069,金利华电,2003
000756,新华制药,1993
002119,康强电子,2002
600195,中牧股份,1998
600433,冠豪高新,1993
002148,北纬科技,1997
002203,海亮股份,2001
000565,渝三峡A,1992
002073,软控股份,2000
002030,达安基因,2001
002745,木林森,1997
000819,岳阳兴长,1990
002066,瑞泰科技,2001
600239,云南城投,1993
600898,国美通讯,1989
002152,广电运通,1999
000539,粤电力A,1992
601789,宁波建工,2004
000783,长江证券,1997
002377,国创高新,2002
600435,北方导航,2000
000601,韶能股份,1993
600765,中航重机,1996
300184,力源信息,2001
300167,迪威迅,2001
600747,ST大控,1993
300162,雷曼股份,2004
002553,南方轴承,1998
002296,辉煌科技,2001
002368,太极股份,2002
002671,龙泉股份,2000
002477,雏鹰农牧,2003
300379,东方通,1997
002430,杭氧股份,2002
600163,中闽能源,1998
600651,飞乐音响,1984
601268,*ST二重,2001
002021,中捷资源,1994
002020,京新药业,1999
200625,长安B,1996
603669,灵康药业,2003
600880,博瑞传播,1988
603005,晶方科技,2005
002249,大洋电机,2000
002407,多氟多,1999
300241,瑞丰光电,2000
002093,国脉科技,1996
002438,江苏神通,2001
000333,美的集团,2000
300174,元力股份,1999
200530,大冷B,1993
000582,北部湾港,1988
002306,*ST云网,1999
600798,宁波海运,1997
603718,海利生物,1981
002245,澳洋顺昌,2002
002033,丽江旅游,2001
900905,老凤祥B,1992
600992,贵绳股份,2000
600749,*ST藏旅,1996
300321,同大股份,2002
002733,雄韬股份,1994
000697,炼石有色,1993
600065,*ST联谊,1993
600272,开开实业,1993
002440,闰土股份,2004
601566,九牧王,2004
002540,亚太科技,2001
002078,太阳纸业,1982
002740,爱迪尔,2001
002129,中环股份,1999
600237,铜峰电子,1996
601788,光大证券,1996
300182,捷成股份,2006
300054,鼎龙股份,2000
000779,三毛派神,1997
300071,华谊嘉信,2003
000048,康达尔,1994
600750,江中药业,1996
300165,天瑞仪器,2006
000818,航锦科技,1997
601636,旗滨集团,2005
300075,数字政通,2001
002295,精艺股份,1997
601628,中国人寿,2003
000605,渤海股份,1996
601555,东吴证券,1992
002271,东方雨虹,1998
002751,易尚展示,2004
002113,天润数娱,1989
600697,欧亚集团,1992
300253,卫宁健康,2004
000807,云铝股份,1998
601169,北京银行,1996
000503,国新健康,1991
600109,国金证券,1988
000528,柳工,1993
002108,沧州明珠,1995
603558,健盛集团,1993
300101,振芯科技,2003
002654,万润科技,2002
600670,*ST斯达,1991
300001,特锐德,2004
603012,创力集团,2003
603100,川仪股份,1999
002503,搜于特,2005
600249,两面针,1994
000058,深赛格,1996
600790,轻纺城,1993
002165,红宝丽,1994
600003,ST东北高,1999
600572,康恩贝,1993
600851,海欣股份,1993
002359,北讯集团,2002
600067,冠城大通,1988
002079,苏州固锝,1990
600079,人福医药,1993
000660,*ST南华,1996
000987,越秀金控,1992
300123,亚光科技,2003
000812,陕西金叶,1998
300042,朗科科技,2008
000011,深物业A,1990
002674,兴业科技,1992
002284,亚太股份,2000
603618,杭电股份,2002
002519,银河电子,2000
300412,迦南科技,2008
601588,北辰实业,1997
000985,大庆华科,1998
600782,新钢股份,1996
600500,中化国际,1998
600368,五洲交通,1992
601607,上海医药,1994
600238,*ST椰岛,1993
000651,格力电器,1989
000573,粤宏远A,1992
300451,创业软件,1997
002693,双成药业,2000
002363,隆基机械,1994
002029,七匹狼,2001
300322,硕贝德,2004
300725,药石科技,2006
600093,易见股份,1997
300257,开山股份,2002
600459,贵研铂业,2000
002259,升达林业,1995
000931,中关村,1999
000554,泰山石油,1993
600066,宇通客车,1993
000799,酒鬼酒,1997
600959,江苏有线,2008
600331,宏达股份,1994
600017,日照港,2002
000043,中航善达,1994
002474,榕基软件,1993
002599,盛通股份,2000
300462,华铭智能,2001
000513,丽珠集团,1985
002060,粤水电,2001
300311,任子行,2000
002096,南岭民爆,2001
300130,新国都,2001
002731,萃华珠宝,2004
002713,东易日盛,1996
600498,烽火通信,1999
300196,长海股份,2000
300065,海兰信,2001
200037,深南电B,1990
600649,城投控股,1992
000810,创维数字,1989
002141,贤丰控股,1985
300009,安科生物,2000
600884,杉杉股份,1992
603698,航天工程,2007
000887,中鼎股份,1998
002117,东港股份,2002
000755,*ST三维,1996
600620,天宸股份,1992
002055,得润电子,1992
300286,安科瑞,2003
603848,好太太,2005
002638,勤上股份,1994
300146,汤臣倍健,2005
000547,航天发展,1993
900951,大化B股,1997
600234,ST山水,1993
000026,飞亚达A,1990
603300,华铁科技,2008
603916,苏博特,2004
300053,欧比特,2000
300325,德威新材,1995
600000,浦发银行,1992
300225,金力泰,1993
900923,百联B股,1993
002261,拓维信息,1996
300283,温州宏丰,1997
000982,*ST中绒,1998
300352,北信源,1996
000033,新都退,1990
300029,天龙光电,2001
002154,报喜鸟,2001
002665,首航节能,2001
600569,安阳钢铁,1993
000698,沈阳化工,1996
000595,宝塔实业,1995
000677,恒天海龙,1989
300144,宋城演艺,2000
000918,嘉凯城,1998
002630,华西能源,2004
603568,伟明环保,2001
002420,毅昌股份,1997
600276,恒瑞医药,1997
000628,高新发展,1992
600462,九有股份,1998
002736,国信证券,1994
601992,金隅集团,2005
600399,抚顺特钢,1999
002612,朗姿股份,2006
600170,上海建工,1998
200869,张裕B,1997
002247,帝龙文化,2000
600428,中远海特,1999
002251,步步高,2003
600227,赤天化,1998
603828,柯利达,2000
300460,惠伦晶体,2002
600969,郴电国际,2000
002285,世联行,1993
600360,华微电子,1999
600727,鲁北化工,1996
000166,申万宏源,1996
000798,中水渔业,1998
603158,腾龙股份,2005
002041,登海种业,2000
002353,杰瑞股份,1999
002085,万丰奥威,2001
600291,西水股份,1998
600114,东睦股份,1994
002917,金奥博,1994
000795,英洛华,1997
300468,四方精创,2003
600855,航天长峰,1986
603703,盛洋科技,2003
600607,上实医药,1991
601339,百隆东方,2004
600713,南京医药,1994
002360,同德化工,2006
300343,联创互联,2003
000636,风华高科,1994
300394,天孚通信,2005
002621,三垒股份,2003
000068,华控赛格,1997
002225,濮耐股份,2002
000753,漳州发展,1994
001965,招商公路,1993
600275,ST昌鱼,1999
002580,圣阳股份,1998
603699,纽威股份,2002
300244,迪安诊断,2001
000001,平安银行,1987
002014,永新股份,2001
600258,首旅酒店,1999
002684,猛狮科技,2001
600381,青海春天,1998
600316,洪都航空,1999
600162,香江控股,1994
600150,*ST船舶,1998
000908,景峰医药,1998
002528,英飞拓,2000
000928,中钢国际,1993
600393,粤泰股份,1983
900929,锦旅B股,1994
603018,中设集团,2005
600843,上工申贝,1993
603599,广信股份,2000
000526,紫光学大,1993
601398,工商银行,1985
600070,浙江富润,1994
000902,新洋丰,1999
600984,建设机械,2001
600156,华升股份,1998
600552,凯盛科技,2000
603711,香飘飘,2005
000599,青岛双星,1996
600429,三元股份,1997
900907,鹏起B股,1992
300150,世纪瑞尔,1999
300369,绿盟科技,2000
300135,宝利国际,2002
600352,浙江龙盛,1998
200058,深赛格B,1996
600886,国投电力,1989
603338,浙江鼎力,2005
000893,*ST东凌,1998
000957,中通客车,1994
600726,华电能源,1993
300011,鼎汉技术,2002
002573,清新环境,2001
900947,振华B股,1992
600829,人民同泰,1994
300326,凯利泰,2005
002211,宏达新材,1992
600240,华业资本,1998
002252,上海莱士,1988
000963,华东医药,1993
601226,华电重工,2008
601600,中国铝业,2001
002423,中原特钢,2004
600232,金鹰股份,1994
000404,华意压缩,1996
000685,中山公用,1992
200019,深深宝B,1981
002207,*ST准油,2001
002088,鲁阳节能,1992
600975,新五丰,2001
600135,乐凯胶片,1998
000151,中成股份,1999
600119,长江投资,1997
000978,桂林旅游,1998
601012,隆基股份,2000
300072,三聚环保,1997
603883,老百姓,2005
300188,美亚柏科,1999
600282,南钢股份,1999
600260,凯乐科技,1993
300277,海联讯,2000
600631,百联股份,1992
000060,中金岭南,1984
600201,生物股份,1993
300179,四方达,1997
300432,富临精工,1997
300210,森远股份,2004
600223,鲁商置业,1993
600363,联创光电,1999
600563,法拉电子,1998
300418,昆仑万维,2008
002697,红旗连锁,2000
601099,太平洋,2004
600788,*ST达曼,1993
002158,汉钟精机,1998
000639,西王食品,1987
000813,德展健康,1981
002715,登云股份,1989
600860,京城股份,1993
002352,顺丰控股,2003
000758,中色股份,1997
600129,太极集团,1993
300413,快乐购,2005
600088,中视传媒,1997
600597,光明乳业,1996
600319,亚星化学,2000
600729,重庆百货,1992
300426,唐德影视,2006
000868,安凯客车,1997
002080,中材科技,2001
600828,茂业商业,1993
300154,瑞凌股份,2003
300098,高新兴,1997
000972,*ST中基,1994
000967,盈峰环境,1993
002230,科大讯飞,1999
300395,菲利华,1999
000637,茂化实华,1988
002338,奥普光电,2001
300267,尔康制药,2003
300259,新天科技,2000
300303,聚飞光电,2005
000766,通化金马,1993
603869,北部湾旅,1986
200045,深纺织B,1994
002212,南洋股份,1985
002743,富煌钢构,2004
600359,新农开发,1999
002624,完美世界,1999
000820,神雾节能,1993
600685,中船防务,1993
600769,祥龙电业,1993
002004,华邦健康,2001
002916,深南电路,1984
002111,威海广泰,1996
300269,联建光电,2003
601579,会稽山,1993
603917,合力科技,2000
002568,百润股份,1997
002498,汉缆股份,2007
300264,佳创视讯,2000
600732,ST新梅,1996
002017,东信和平,1998
300168,万达信息,1995
000030,富奥股份,1993
300309,吉艾科技,2006
300055,万邦达,1998
200512,闽灿坤B,1988
002323,雅百特,2002
300059,东方财富,2005
600629,华建集团,1992
002311,海大集团,2004
600696,ST岩石,1989
002190,成飞集成,2000
000728,国元证券,1997
002531,天顺风能,2005
002532,新界泵业,1997
600817,ST宏盛,1992
002258,利尔化学,1993
600169,太原重工,1998
601158,重庆水务,2001
601608,中信重工,2008
000701,厦门信达,1992
600508,上海能源,1999
002492,恒基达鑫,2000
600858,银座股份,1993
600667,太极实业,1990
002572,索菲亚,2003
002706,良信电器,1999
600213,亚星客车,1998
600707,彩虹股份,1992
600207,安彩高科,1998
300213,佳讯飞鸿,1995
601333,广深铁路,1996
603606,东方电缆,1998
002289,宇顺电子,2004
002374,丽鹏股份,1995
300005,探路者,1999
300427,红相股份,2005
002061,浙江交科,1998
000536,华映科技,1993
002657,中科金财,2003
600131,岷江水电,1993
300044,赛为智能,1997
600981,汇鸿集团,1992
600792,云煤能源,1997
000548,湖南投资,1992
300021,大禹节水,2005
000301,东方市场,1998
002481,双塔食品,1992
600967,内蒙一机,2000
002255,海陆重工,2000
000408,藏格控股,1996
600496,精工钢构,1999
300414,中光防雷,2004
002349,精华制药,2007
000838,财信发展,1989
002144,宏达高科,1997
600377,宁沪高速,1992
000587,金洲慈航,1996
002299,圣农发展,1999
002182,云海金属,1993
200054,建车B,1995
002189,利达光电,1995
600861,北京城乡,1992
600805,悦达投资,1988
000815,美利云,1998
000869,张裕A,1997
300036,超图软件,1997
601126,四方股份,1994
600617,国新能源,1992
603026,石大胜华,2002
603788,宁波高发,1999
002019,亿帆医药,2000
600141,兴发集团,1994
002475,立讯精密,2004
600507,方大特钢,1999
002449,国星光电,1981
600408,*ST安泰,1993
600689,上海三毛,1993
603167,渤海轮渡,1998
