code,name,year_listed
002504,弘高创意,2010
600286,S*ST国瓷,1999
600362,江西铜业,2002
002298,中电鑫龙,2009
002413,雷科防务,2010
600990,四创电子,2004
002200,云投生态,2007
300068,南都电源,2010
600376,首开股份,2001
000615,京汉股份,1996
603809,豪能股份,2017
002406,远东传动,2010
002168,深圳惠程,2007
600328,兰太实业,2000
300282,三盛教育,2011
300357,我武生物,2014
000417,合肥百货,1996
600823,世茂股份,1994
600022,山东钢铁,2004
600644,乐山电力,1993
002132,恒星科技,2007
603315,福鞍股份,2015
600612,老凤祥,1992
603161,科华控股,2018
600845,宝信软件,1994
002048,宁波华翔,2005
600335,国机汽车,2001
002637,赞宇科技,2011
300729,乐歌股份,2017
300217,东方电热,2011
000829,天音控股,1997
000663,永安林业,1996
601999,出版传媒,2007
600525,长园集团,2002
300341,麦迪电气,2012
002497,雅化集团,2010
600835,上海机电,1994
600033,福建高速,2001
000546,金圆股份,1993
002589,瑞康医药,2011
000703,恒逸石化,1997
900910,海立B股,1993
603168,莎普爱思,2014
002282,博深工具,2009
002089,新海宜,2006
600780,通宝能源,1996
600351,亚宝药业,2002
300399,京天利,2014
000589,黔轮胎A,1996
000822,山东海化,1998
600813,ST鞍一工,1994
002547,春兴精工,2011
300226,上海钢联,2011
600112,天成控股,1997
600518,康美药业,2001
600719,大连热电,1996
601313,江南嘉捷,2012
601808,中海油服,2007
000959,首钢股份,1999
000782,美达股份,1997
000013,*ST石化A,1992
603968,醋化股份,2015
600303,曙光股份,2000
300466,赛摩电气,2015
002616,长青集团,2011
600397,*ST安煤,2002
600020,中原高速,2003
600872,中炬高新,1995
002391,长青股份,2010
600107,美尔雅,1997
200055,方大B,1995
002419,天虹股份,2010
600306,商业城,2000
600261,阳光照明,2000
200029,深深房B,1994
600125,铁龙物流,1998
600527,江南高纤,2003
300215,电科院,2011
601518,吉林高速,2010
600594,益佰制药,2004
300261,雅本化学,2011
000560,我爱我家,1994
002554,惠博普,2011
300323,华灿光电,2012
000533,万家乐,1994
000153,丰原药业,2000
600665,天地源,1993
000936,华西股份,1999
300145,中金环境,2010
600501,航天晨光,2001
002090,金智科技,2006
900937,华电B股,1996
300232,洲明科技,2011
300446,乐凯新材,2015
300131,英唐智控,2010
002254,泰和新材,2008
002344,海宁皮城,2010
300147,香雪制药,2010
300406,九强生物,2014
000960,锡业股份,2000
600655,豫园股份,1992
000790,泰合健康,1998
601616,广电电气,2011
002682,龙洲股份,2012
300202,聚龙股份,2011
300447,全信股份,2015
603685,晨丰科技,2017
300431,暴风集团,2015
600578,京能电力,2002
600784,鲁银投资,1996
600549,厦门钨业,2002
002205,国统股份,2008
002126,银轮股份,2007
300391,康跃科技,2014
002081,金螳螂,2006
603128,华贸物流,2012
600879,航天电子,1995
002364,中恒电气,2010
000739,普洛药业,1997
002263,*ST东南,2008
603518,维格娜丝,2014
300429,强力新材,2015
002366,台海核电,2010
002397,梦洁股份,2010
300093,金刚玻璃,2010
000606,神州易桥,1996
601369,陕鼓动力,2010
300272,开能环保,2011
600739,辽宁成大,1996
300163,先锋新材,2011
600030,中信证券,2003
600354,敦煌种业,2004
300387,富邦股份,2014
000900,现代投资,1999
002058,威尔泰,2006
002555,三七互娱,2011
002607,亚夏汽车,2011
002133,广宇集团,2007
300423,鲁亿通,2015
002325,洪涛股份,2009
002346,柘中股份,2010
603001,奥康国际,2012
300239,东宝生物,2011
300178,腾邦国际,2011
002395,双象股份,2010
300197,铁汉生态,2011
600717,天津港,1996
600202,*ST哈空,1999
600588,用友网络,2001
600757,长江传媒,1996
600874,创业环保,1995
000968,蓝焰控股,2000
002054,德美化工,2006
000021,深科技,1994
000713,丰乐种业,1997
000608,阳光股份,1996
300684,中石科技,2017
600641,万业企业,1993
002457,青龙管业,2010
300377,赢时胜,2014
002116,中国海诚,2007
600307,酒钢宏兴,2000
600115,东方航空,1997
300271,华宇软件,2011
300006,莱美药业,2009
002911,佛燃股份,2017
000519,中兵红箭,1993
300050,世纪鼎利,2010
600642,申能股份,1993
000776,广发证券,1997
600086,东方金钰,1997
200017,深中华B,1992
300456,耐威科技,2015
002234,民和股份,2008
600198,*ST大唐,1998
000576,广东甘化,1994
000578,盐湖集团,1995
300091,金通灵,2010
600422,昆药集团,2000
002143,印纪传媒,2007
000916,华北高速,1999
002658,雪迪龙,2012
002527,新时达,2010
600467,好当家,2004
000616,海航投资,1996
300099,精准信息,2010
300199,翰宇药业,2011
300291,华录百纳,2012
000897,津滨发展,1999
300061,康旗股份,2010
603022,新通联,2015
000752,西藏发展,1997
200025,特力B,1993
600976,健民集团,2004
600425,青松建化,2003
601016,节能风电,2014
300033,同花顺,2009
002175,东方网络,2007
601021,春秋航空,2015
600626,申达股份,1993
600881,亚泰集团,1995
600715,文投控股,1996
000400,许继电气,1997
000514,渝开发,1993
002310,东方园林,2009
900934,锦江B股,1994
900940,大名城B,1996
002157,正邦科技,2007
300027,华谊兄弟,2009
600188,兖州煤业,1998
200468,*ST宁通B,1997
300181,佐力药业,2011
000938,紫光股份,1999
002432,九安医疗,2010
002512,达华智能,2010
002529,海源机械,2010
300342,天银机电,2012
002685,华东重机,2012
300320,海达股份,2012
300435,中泰股份,2015
600999,招商证券,2009
600242,中昌数据,2000
002741,光华科技,2015
300422,博世科,2015
002100,天康生物,2006
002646,青青稞酒,2011
002698,博实股份,2012
000958,东方能源,1999
300177,中海达,2011
600639,浦东金桥,1993
603456,九洲药业,2014
600834,申通地铁,1994
601098,中南传媒,2010
002195,二三四五,2007
000785,武汉中商,1997
000939,凯迪生态,1999
000040,东旭蓝天,1994
900928,临港B股,1994
900957,凌云B股,2000
600638,新黄浦,1993
000961,中南建设,2000
600606,绿地控股,1992
002459,天业通联,2010
603555,贵人鸟,2014
300293,蓝英装备,2012
600561,江西长运,2002
601799,星宇股份,2011
603601,再升科技,2015
601019,山东出版,2017
002469,三维工程,2010
300254,仟源医药,2011
002606,大连电瓷,2011
603288,海天味业,2014
600490,鹏欣资源,2003
600583,海油工程,2002
600776,东方通信,1996
600279,重庆港九,2000
000725,京东方A,2001
900902,市北B股,1992
300245,天玑科技,2011
600477,杭萧钢构,2003
300243,瑞丰高材,2011
002641,永高股份,2011
603369,今世缘,2014
300191,潜能恒信,2011
601199,江南水务,2011
002750,龙津药业,2015
600781,辅仁药业,1996
002022,科华生物,2004
002552,*ST宝鼎,2011
200413,东旭B,1996
000859,国风塑业,1998
600676,交运股份,1993
002455,百川股份,2010
600894,广日股份,1996
601118,海南橡胶,2011
601618,中国中冶,2009
600576,祥源文化,2003
002241,歌尔股份,2008
300442,普丽盛,2015
002083,孚日股份,2006
600562,国睿科技,2003
600096,云天化,1997
600488,天药股份,2001
002023,海特高新,2004
000780,平庄能源,1997
600738,兰州民百,1996
000981,银亿股份,2000
300190,维尔利,2011
000617,中油资本,1996
600072,中船科技,1997
000090,天健集团,1999
002047,宝鹰股份,2005
600610,中毅达,1992
300327,中颖电子,2012
002626,金达威,2011
000973,佛塑科技,2000
002668,奥马电器,2012
300339,润和软件,2012
601233,桐昆股份,2011
900925,机电B股,1994
300453,三鑫医疗,2015
000792,盐湖股份,1997
600318,新力金融,2000
300362,天翔环境,2014
002042,华孚时尚,2005
000786,北新建材,1997
300136,信维通信,2010
300346,南大光电,2012
002673,西部证券,2012
000024,招商地产,1993
603003,龙宇燃油,2012
000598,兴蓉环境,1996
600010,包钢股份,2001
300347,泰格医药,2012
000778,新兴铸管,1997
002208,合肥城建,2008
000541,佛山照明,1993
600831,广电网络,1994
002427,*ST尤夫,2010
000670,盈方微,1996
002228,合兴包装,2008
002534,杭锅股份,2011
600509,天富能源,2002
002313,日海智能,2009
002038,双鹭药业,2004
300218,安利股份,2011
600778,*ST友好,1996
002371,北方华创,2010
300298,三诺生物,2012
300031,宝通科技,2009
000155,川化股份,2000
300219,鸿利智汇,2011
603598,引力传媒,2015
002110,三钢闽光,2007
600678,四川金顶,1993
600027,华电国际,2005
900932,陆家B股,1994
900946,天雁B股,1997
600963,岳阳林纸,2004
600677,航天通信,1993
300722,新余国科,2017
600848,上海临港,1994
601390,中国中铁,2007
603268,松发股份,2015
002725,跃岭股份,2014
600760,中航沈飞,1996
200026,飞亚达B,1993
000718,苏宁环球,1997
300405,科隆股份,2014
200521,皖美菱B,1996
000019,深深宝A,1992
300067,安诺其,2010
600869,智慧能源,1995
600725,ST云维,1996
002068,黑猫股份,2006
300189,神农基因,2011
600893,航发动力,1996
600559,老白干酒,2002
300307,慈星股份,2012
600004,白云机场,2003
600138,中青旅,1997
600456,宝钛股份,2002
600693,东百集团,1993
000409,山东地矿,1996
002003,伟星股份,2004
600321,*ST正源,2001
000762,西藏矿业,1997
000429,粤高速A,1998
600795,国电电力,1997
300206,理邦仪器,2011
300125,易世达,2010
002273,水晶光电,2008
000419,通程控股,1996
002920,德赛西威,2017
000682,东方电子,1997
002131,利欧股份,2007
002337,赛象科技,2010
600228,ST昌九,1999
603306,华懋科技,2014
600815,厦工股份,1994
002732,燕塘乳业,2014
300228,富瑞特装,2011
600820,隧道股份,1994
603970,中农立华,2017
600756,浪潮软件,1996
300207,欣旺达,2011
300084,海默科技,2010
000719,中原传媒,1997
002197,证通电子,2007
600809,山西汾酒,1994
603308,应流股份,2014
300078,思创医惠,2010
002293,罗莱生活,2009
000150,宜华健康,2000
600148,长春一东,1998
002373,千方科技,2010
002002,鸿达兴业,2004
300433,蓝思科技,2015
600185,格力地产,1999
601225,陕西煤业,2014
002339,积成电子,2010
300436,广生堂,2015
600592,龙溪股份,2002
600449,宁夏建材,2003
600680,*ST上普,1993
002173,创新医疗,2007
601106,中国一重,2010
002442,龙星化工,2010
002266,浙富控股,2008
000700,模塑科技,1997
002070,*ST众和,2006
002428,云南锗业,2010
300205,天喻信息,2011
600560,金自天正,2002
300439,美康生物,2015
300198,纳川股份,2011
600917,重庆燃气,2014
000516,国际医学,1993
600099,林海股份,1997
000594,国恒退,1996
300463,迈克生物,2015
300169,天晟新材,2011
601208,东材科技,2011
300301,长方集团,2012
002243,通产丽星,2008
000885,同力水泥,1999
000403,ST生化,1996
900912,外高B股,1993
000995,*ST皇台,2000
601933,永辉超市,2010
600375,华菱星马,2003
002921,联诚精密,2017
600160,巨化股份,1998
600600,青岛啤酒,1993
000830,鲁西化工,1998
002912,中新赛克,2017
000405,ST鑫光,1996
002065,东华软件,2006
000016,深康佳A,1992
600645,中源协和,1993
002052,同洲电子,2006
300159,新研股份,2011
600979,广安爱众,2004
002274,华昌化工,2008
002510,天汽模,2010
601798,*ST蓝科,2011
000911,南宁糖业,1999
300124,汇川技术,2010
600585,海螺水泥,2002
300288,朗玛信息,2012
600577,精达股份,2002
600025,华能水电,2017
600189,吉林森工,1998
000509,华塑控股,1993
600737,中粮糖业,1996
002256,兆新股份,2008
600671,天目药业,1993
002577,雷柏科技,2011
300238,冠昊生物,2011
300173,智慧松德,2011
600983,惠而浦,2004
300153,科泰电源,2010
000590,启迪古汉,1996
601901,方正证券,2011
300096,易联众,2010
000913,钱江摩托,1999
600856,中天能源,1994
603076,乐惠国际,2017
300152,科融环境,2010
002240,威华股份,2008
002663,普邦股份,2012
600100,同方股份,1997
601258,庞大集团,2011
002202,金风科技,2007
002010,传化智联,2004
000411,英特集团,1996
600455,博通股份,2004
300336,新文化,2012
600136,当代明诚,1998
200053,深基地B,1995
300200,高盟新材,2011
300112,万讯自控,2010
000015,PT中浩A,1992
603099,长白山,2014
603021,山东华鹏,2015
000788,北大医药,1997
002567,唐人神,2011
002666,德联集团,2012
601601,中国太保,2007
600187,国中水务,1998
603519,立霸股份,2015
603477,振静股份,2017
002709,天赐材料,2014
000708,大冶特钢,1997
000626,远大控股,1996
000690,宝新能源,1997
000415,渤海金控,1996
002617,露笑科技,2011
002050,三花智控,2005
600682,南京新百,1993
002651,利君股份,2012
600287,江苏舜天,2000
200596,古井贡B,1996
300334,津膜科技,2012
600243,青海华鼎,2000
000821,京山轻机,1998
600460,士兰微,2003
600051,宁波联合,1997
002317,众生药业,2009
000935,四川双马,1999
000611,天首发展,1996
600383,金地集团,2001
000738,航发控制,1997
002710,慈铭体检,
300302,同有科技,2012
600882,广泽股份,1995
002535,林州重机,2011
002619,艾格拉斯,2011
600864,哈投股份,1994
300461,田中精机,2015
600281,太化股份,2000
000422,*ST宜化,1996
603365,水星家纺,2017
000922,*ST佳电,1999
000039,中集集团,1994
002316,亚联发展,2009
300721,怡达股份,2017
002375,亚厦股份,2010
002035,华帝股份,2004
300023,宝德股份,2009
002231,奥维通信,2008
601677,明泰铝业,2011
300038,梅泰诺,2010
900938,海科B,1996
200771,杭汽轮B,1998
600050,中国联通,2002
002653,海思科,2012
002242,九阳股份,2008
601166,兴业银行,2007
000572,海马汽车,1994
600077,宋都股份,1997
600821,津劝业,1994
000767,漳泽电力,1997
600675,中华企业,1993
000906,浙商中拓,1999
600551,时代出版,2002
300392,腾信股份,2014
600758,红阳能源,1996
300332,天壕环境,2012
300126,锐奇股份,2010
600466,蓝光发展,2001
300360,炬华科技,2014
000006,深振业A,1992
600716,凤凰股份,1996
600890,中房股份,1996
601866,中远海发,2007
300085,银之杰,2010
300079,数码科技,2010
000088,盐田港,1997
000903,云内动力,1999
300448,浩云科技,2015
300330,华虹计通,2012
002209,达意隆,2008
002283,天润曲轴,2009
000816,*ST慧业,1997
600296,S兰铝,2000
600168,武汉控股,1998
000910,大亚圣象,1999
000669,金鸿控股,1996
600108,亚盛集团,1997
300039,上海凯宝,2010
600350,山东高速,2002
600833,第一医药,1994
002123,梦网集团,2007
000158,常山北明,2000
900913,国新B股,1993
300117,嘉寓股份,2010
600225,天津松江,2000
000538,云南白药,1993
002160,常铝股份,2007
300109,新开源,2010
300143,星普医科,2010
000901,航天科技,1999
603111,康尼机电,2014
300140,中环装备,2010
002342,巨力索具,2010
002508,老板电器,2010
603011,合锻智能,2014
000796,凯撒旅游,1997
600863,内蒙华电,1994
002402,和而泰,2010
000836,鑫茂科技,1997
600709,ST生态,1996
000791,甘肃电投,1997
300097,智云股份,2010
601669,中国电建,2011
600197,伊力特,1999
600248,延长化建,2000
600406,国电南瑞,2003
000878,云南铜业,1998
000917,电广传媒,1999
601015,陕西黑猫,2014
000566,海南海药,1994
601965,中国汽研,2012
002559,亚威股份,2011
300260,新莱应材,2011
300355,蒙草生态,2012
000156,华数传媒,2000
603678,火炬电子,2015
600094,大名城,1997
300310,宜通世纪,2012
002199,东晶电子,2007
600568,中珠医疗,2001
300455,康拓红外,2015
600830,香溢融通,1994
600556,ST慧球,2001
000899,赣能股份,1997
000543,皖能电力,1993
000662,天夏智慧,1996
600398,海澜之家,2000
000970,中科三环,2000
600308,华泰股份,2000
300324,旋极信息,2012
002215,诺普信,2008
600009,上海机场,1998
000768,中航飞机,1997
900952,锦港B股,1998
002613,北玻股份,2011
600410,华胜天成,2004
002076,雪莱特,2006
900927,物贸B股,1994
002556,辉隆股份,2011
603278,大业股份,2017
002163,中航三鑫,2007
200020,深华发B,1992
600590,泰豪科技,2002
300137,先河环保,2010
600838,上海九百,1994
002728,特一药业,2014
002649,博彦科技,2012
601800,中国交建,2012
300133,华策影视,2010
600624,复旦复华,1993
600340,华夏幸福,2003
002416,爱施德,2010
000886,海南高速,1998
002622,融钰集团,2011
600155,宝硕股份,1998
300415,伊之密,2015
000157,中联重科,2000
300183,东软载波,2011
603789,星光农机,2015
002336,人人乐,2010
002279,久其软件,2009
002581,未名医药,2011
601888,中国国旅,2009
000069,华侨城A,1997
600421,ST仰帆,2004
002281,光迅科技,2009
002588,史丹利,2011
600868,梅雁吉祥,1994
601872,招商轮船,2006
600745,闻泰科技,1996
002169,智光电气,2007
600312,平高电气,2001
002011,盾安环境,2004
002747,埃斯顿,2015
300192,科斯伍德,2011
600089,特变电工,1997
600871,*ST油服,1995
300730,科创信息,2017
002411,必康股份,2010
002277,友阿股份,2009
000912,*ST天化,1999
601336,新华保险,2011
601188,龙江交通,2010
600053,九鼎投资,1997
300081,恒信东方,2010
603283,赛腾股份,2017
601519,大智慧,2011
000562,宏源证券,1994
002603,以岭药业,2011
002362,汉王科技,2010
900926,宝信B,1994
600965,福成股份,2004
300279,和晶科技,2011
002280,联络互动,2009
603918,金桥信息,2015
002399,海普瑞,2010
002461,珠江啤酒,2010
600889,南京化纤,1996
200022,深赤湾B,1993
000883,湖北能源,1998
600650,锦江投资,1993
600277,亿利洁能,2000
600444,国机通用,2004
900904,神奇B股,1992
200992,中鲁B,2000
300250,初灵信息,2011
600173,卧龙地产,1999
600885,宏发股份,1996
603328,依顿电子,2014
600628,新世界,1993
600486,扬农化工,2002
002112,三变科技,2007
600793,宜宾纸业,1997
000025,特力A,1993
002755,东方新星,2015
600656,退市博元,1990
300069,金利华电,2010
000756,新华制药,1997
002119,康强电子,2007
600195,中牧股份,1999
600433,冠豪高新,2003
002148,北纬科技,2007
002203,海亮股份,2008
000565,渝三峡A,1994
002073,软控股份,2006
002030,达安基因,2004
002745,木林森,2015
000819,岳阳兴长,1997
002066,瑞泰科技,2006
600239,云南城投,1999
600898,国美通讯,1996
002152,广电运通,2007
000539,粤电力A,1993
601789,宁波建工,2011
000783,长江证券,1997
002377,国创高新,2010
600435,北方导航,2003
000601,韶能股份,1996
600765,中航重机,1996
300184,力源信息,2011
300167,迪威迅,2011
600747,ST大控,1996
300162,雷曼股份,2011
002553,南方轴承,2011
002296,辉煌科技,2009
002368,太极股份,2010
002671,龙泉股份,2012
002477,雏鹰农牧,2010
300379,东方通,2014
002430,杭氧股份,2010
600163,中闽能源,1998
600651,飞乐音响,1990
601268,*ST二重,2010
002021,中捷资源,2004
002020,京新药业,2004
200625,长安B,1996
603669,灵康药业,2015
600880,博瑞传播,1995
603005,晶方科技,2014
002249,大洋电机,2008
002407,多氟多,2010
300241,瑞丰光电,2011
002093,国脉科技,2006
002438,江苏神通,2010
000333,美的集团,2013
300174,元力股份,2011
200530,大冷B,1998
000582,北部湾港,1995
002306,*ST云网,2009
600798,宁波海运,1997
603718,海利生物,2015
002245,澳洋顺昌,2008
002033,丽江旅游,2004
900905,老凤祥B,1992
600992,贵绳股份,2004
600749,*ST藏旅,1996
300321,同大股份,2012
002733,雄韬股份,2014
000697,炼石有色,1997
600065,*ST联谊,1997
600272,开开实业,2001
002440,闰土股份,2010
601566,九牧王,2011
002540,亚太科技,2011
002078,太阳纸业,2006
002740,爱迪尔,2015
002129,中环股份,2007
600237,铜峰电子,2000
601788,光大证券,2009
300182,捷成股份,2011
300054,鼎龙股份,2010
000779,三毛派神,1997
300071,华谊嘉信,2010
000048,康达尔,1994
600750,江中药业,1996
300165,天瑞仪器,2011
000818,航锦科技,1997
601636,旗滨集团,2011
300075,数字政通,2010
002295,精艺股份,2009
601628,中国人寿,2007
000605,渤海股份,1996
601555,东吴证券,2011
002271,东方雨虹,2008
002751,易尚展示,2015
002113,天润数娱,2007
600697,欧亚集团,1993
300253,卫宁健康,2011
000807,云铝股份,1998
601169,北京银行,2007
000503,国新健康,1992
600109,国金证券,1997
000528,柳工,1993
002108,沧州明珠,2007
603558,健盛集团,2015
300101,振芯科技,2010
002654,万润科技,2012
600670,*ST斯达,1993
300001,特锐德,2009
603012,创力集团,2015
603100,川仪股份,2014
002503,搜于特,2010
600249,两面针,2004
000058,深赛格,1996
600790,轻纺城,1997
002165,红宝丽,2007
600003,ST东北高,1999
600572,康恩贝,2004
600851,海欣股份,1994
002359,北讯集团,2010
600067,冠城大通,1997
002079,苏州固锝,2006
600079,人福医药,1997
000660,*ST南华,1996
000987,越秀金控,2000
300123,亚光科技,2010
000812,陕西金叶,1998
300042,朗科科技,2010
000011,深物业A,1992
002674,兴业科技,2012
002284,亚太股份,2009
603618,杭电股份,2015
002519,银河电子,2010
300412,迦南科技,2014
601588,北辰实业,2006
000985,大庆华科,2000
600782,新钢股份,1996
600500,中化国际,2000
600368,五洲交通,2000
601607,上海医药,1994
600238,*ST椰岛,2000
000651,格力电器,1996
000573,粤宏远A,1994
300451,创业软件,2015
002693,双成药业,2012
002363,隆基机械,2010
002029,七匹狼,2004
300322,硕贝德,2012
300725,药石科技,2017
600093,易见股份,1997
300257,开山股份,2011
600459,贵研铂业,2003
002259,升达林业,2008
000931,中关村,1999
000554,泰山石油,1993
600066,宇通客车,1997
000799,酒鬼酒,1997
600959,江苏有线,2015
600331,宏达股份,2001
600017,日照港,2006
000043,中航善达,1994
002474,榕基软件,2010
002599,盛通股份,2011
300462,华铭智能,2015
000513,丽珠集团,1993
002060,粤水电,2006
300311,任子行,2012
002096,南岭民爆,2006
300130,新国都,2010
002731,萃华珠宝,2014
002713,东易日盛,2014
600498,烽火通信,2001
300196,长海股份,2011
300065,海兰信,2010
200037,深南电B,1994
600649,城投控股,1993
000810,创维数字,1998
002141,贤丰控股,2007
300009,安科生物,2009
600884,杉杉股份,1996
603698,航天工程,2015
000887,中鼎股份,1998
002117,东港股份,2007
000755,*ST三维,1997
600620,天宸股份,1992
002055,得润电子,2006
300286,安科瑞,2012
603848,好太太,2017
002638,勤上股份,2011
300146,汤臣倍健,2010
000547,航天发展,1993
900951,大化B股,1997
600234,ST山水,2000
000026,飞亚达A,1993
603300,华铁科技,2015
603916,苏博特,2017
300053,欧比特,2010
300325,德威新材,2012
600000,浦发银行,1999
300225,金力泰,2011
900923,百联B股,1994
002261,拓维信息,2008
300283,温州宏丰,2012
000982,*ST中绒,2000
300352,北信源,2012
000033,新都退,1994
300029,天龙光电,2009
002154,报喜鸟,2007
002665,首航节能,2012
600569,安阳钢铁,2001
000698,沈阳化工,1997
000595,宝塔实业,1996
000677,恒天海龙,1996
300144,宋城演艺,2010
000918,嘉凯城,1999
002630,华西能源,2011
603568,伟明环保,2015
002420,毅昌股份,2010
600276,恒瑞医药,2000
000628,高新发展,1996
600462,九有股份,2003
002736,国信证券,2014
601992,金隅集团,2011
600399,抚顺特钢,2000
002612,朗姿股份,2011
600170,上海建工,1998
200869,张裕B,1997
002247,帝龙文化,2008
600428,中远海特,2002
002251,步步高,2008
600227,赤天化,2000
603828,柯利达,2015
300460,惠伦晶体,2015
600969,郴电国际,2004
002285,世联行,2009
600360,华微电子,2001
600727,鲁北化工,1996
000166,申万宏源,2015
000798,中水渔业,1998
603158,腾龙股份,2015
002041,登海种业,2005
002353,杰瑞股份,2010
002085,万丰奥威,2006
600291,西水股份,2000
600114,东睦股份,2004
002917,金奥博,2017
000795,英洛华,1997
300468,四方精创,2015
600855,航天长峰,1994
603703,盛洋科技,2015
600607,上实医药,1992
601339,百隆东方,2012
600713,南京医药,1996
002360,同德化工,2010
300343,联创互联,2012
000636,风华高科,1996
300394,天孚通信,2015
002621,三垒股份,2011
000068,华控赛格,1997
002225,濮耐股份,2008
000753,漳州发展,1997
001965,招商公路,2017
600275,ST昌鱼,2000
002580,圣阳股份,2011
603699,纽威股份,2014
300244,迪安诊断,2011
000001,平安银行,1991
002014,永新股份,2004
600258,首旅酒店,2000
002684,猛狮科技,2012
600381,青海春天,2001
600316,洪都航空,2000
600162,香江控股,1998
600150,*ST船舶,1998
000908,景峰医药,1999
002528,英飞拓,2010
000928,中钢国际,1999
600393,粤泰股份,2001
900929,锦旅B股,1994
603018,中设集团,2014
600843,上工申贝,1994
603599,广信股份,2015
000526,紫光学大,1993
601398,工商银行,2006
600070,浙江富润,1997
000902,新洋丰,1999
600984,建设机械,2004
600156,华升股份,1998
600552,凯盛科技,2002
603711,香飘飘,2017
000599,青岛双星,1996
600429,三元股份,2003
900907,鹏起B股,1992
300150,世纪瑞尔,2010
300369,绿盟科技,2014
300135,宝利国际,2010
600352,浙江龙盛,2003
200058,深赛格B,1996
600886,国投电力,1996
603338,浙江鼎力,2015
000893,*ST东凌,1998
000957,中通客车,2000
600726,华电能源,1996
300011,鼎汉技术,2009
002573,清新环境,2011
900947,振华B股,1997
600829,人民同泰,1994
300326,凯利泰,2012
002211,宏达新材,2008
600240,华业资本,2000
002252,上海莱士,2008
000963,华东医药,2000
601226,华电重工,2014
601600,中国铝业,2007
002423,中原特钢,2010
600232,金鹰股份,2000
000404,华意压缩,1996
000685,中山公用,1997
200019,深深宝B,1992
002207,*ST准油,2008
002088,鲁阳节能,2006
600975,新五丰,2004
600135,乐凯胶片,1998
000151,中成股份,2000
600119,长江投资,1998
000978,桂林旅游,2000
601012,隆基股份,2012
300072,三聚环保,2010
603883,老百姓,2015
300188,美亚柏科,2011
600282,南钢股份,2000
600260,凯乐科技,2000
300277,海联讯,2011
600631,百联股份,1993
000060,中金岭南,1997
600201,生物股份,1999
300179,四方达,2011
300432,富临精工,2015
300210,森远股份,2011
600223,鲁商置业,2000
600363,联创光电,2001
600563,法拉电子,2002
300418,昆仑万维,2015
002697,红旗连锁,2012
601099,太平洋,2007
600788,*ST达曼,1996
002158,汉钟精机,2007
000639,西王食品,1996
000813,德展健康,1998
002715,登云股份,2014
600860,京城股份,1994
002352,顺丰控股,2010
000758,中色股份,1997
600129,太极集团,1997
300413,快乐购,2015
600088,中视传媒,1997
600597,光明乳业,2002
600319,亚星化学,2001
600729,重庆百货,1996
300426,唐德影视,2015
000868,安凯客车,1997
002080,中材科技,2006
600828,茂业商业,1994
300154,瑞凌股份,2010
300098,高新兴,2010
000972,*ST中基,2000
000967,盈峰环境,2000
002230,科大讯飞,2008
300395,菲利华,2014
000637,茂化实华,1996
002338,奥普光电,2010
300267,尔康制药,2011
300259,新天科技,2011
300303,聚飞光电,2012
000766,通化金马,1997
603869,北部湾旅,2015
200045,深纺织B,1994
002212,南洋股份,2008
002743,富煌钢构,2015
600359,新农开发,1999
002624,完美世界,2011
000820,神雾节能,1998
600685,中船防务,1993
600769,祥龙电业,1996
002004,华邦健康,2004
002916,深南电路,2017
002111,威海广泰,2007
300269,联建光电,2011
601579,会稽山,2014
603917,合力科技,2017
002568,百润股份,2011
002498,汉缆股份,2010
300264,佳创视讯,2011
600732,ST新梅,1996
002017,东信和平,2004
300168,万达信息,2011
000030,富奥股份,1993
300309,吉艾科技,2012
300055,万邦达,2010
200512,闽灿坤B,1993
002323,雅百特,2009
300059,东方财富,2010
600629,华建集团,1993
002311,海大集团,2009
600696,ST岩石,1993
002190,成飞集成,2007
000728,国元证券,1997
002531,天顺风能,2010
002532,新界泵业,2010
600817,ST宏盛,1994
002258,利尔化学,2008
600169,太原重工,1998
601158,重庆水务,2010
601608,中信重工,2012
000701,厦门信达,1997
600508,上海能源,2001
002492,恒基达鑫,2010
600858,银座股份,1994
600667,太极实业,1993
002572,索菲亚,2011
002706,良信电器,2014
600213,亚星客车,1999
600707,彩虹股份,1996
600207,安彩高科,1999
300213,佳讯飞鸿,2011
601333,广深铁路,2006
603606,东方电缆,2014
002289,宇顺电子,2009
002374,丽鹏股份,2010
300005,探路者,2009
300427,红相股份,2015
002061,浙江交科,2006
000536,华映科技,1993
002657,中科金财,2012
600131,岷江水电,1998
300044,赛为智能,2010
600981,汇鸿集团,2004
600792,云煤能源,1997
000548,湖南投资,1993
300021,大禹节水,2009
000301,东方市场,2000
002481,双塔食品,2010
600967,内蒙一机,2004
002255,海陆重工,2008
000408,藏格控股,1996
600496,精工钢构,2002
300414,中光防雷,2015
002349,精华制药,2010
000838,财信发展,1997
002144,宏达高科,2007
600377,宁沪高速,2001
000587,金洲慈航,1996
002299,圣农发展,2009
002182,云海金属,2007
200054,建车B,1995
002189,利达光电,2007
600861,北京城乡,1994
600805,悦达投资,1994
000815,美利云,1998
000869,张裕A,2000
300036,超图软件,2009
601126,四方股份,2010
600617,国新能源,1992
603026,石大胜华,2015
603788,宁波高发,2015
002019,亿帆医药,2004
600141,兴发集团,1999
002475,立讯精密,2010
600507,方大特钢,2003
002449,国星光电,2010
600408,*ST安泰,2003
600689,上海三毛,1993
603167,渤海轮渡,2012
